,label,text
17,business,"India's rupee hits five-year high  India's rupee has hit a five-year high after Standard & Poor's (S&P) raised the country's foreign currency rating.  The rupee climbed to 43.305 per US dollar on Thursday, up from a close of 43.41. The currency has gained almost 1% in the past three sessions. S&P, which rates borrowers' creditworthiness, lifted India's rating by one notch to 'BB+'. With Indian assets now seen as less of a gamble, more cash is expected to flow into its markets, buoying the rupee.  ""The upgrade is positive and basically people will use it as an excuse to come back to India,"" said Bhanu Baweja, a strategist at UBS. ""Money has moved out from India in the first two or three weeks of January into other markets like Korea and Thailand and this upgrade should lead to a reversal."" India's foreign currency rating is now one notch below investment grade, which starts at 'BBB-'. The increase has put it on the same level as Romania, Egypt and El Salvador, and one level below Russia."
1051,politics,"Visa row mandarin made Sir John  The top civil servant at the centre of the David Blunkett visa affair has been knighted in the New Year Honours.  Sir John Gieve was Home Office permanent secretary during the saga which ended with Mr Blunkett quitting. He and other civil servants were criticised for failing to recall how the visa for Mr Blunkett's ex-lover's nanny came to be fast-tracked. The outgoing head of the troubled Child Support Agency Doug Smith also earns an honour in the New Year's list. Mr Smith, 57, whose retirement was announced by Work and Pensions Secretary Alan Smith in November, is made a Commander of the Order of Bath.  Both men were giving evidence to a Commons committee on the computer difficulties facing the agency, which left thousands of single parents without any maintenance payments, when the announcement was made. The knighting of Sir John, 54, will be received with astonishment by opposition politicians.  The Liberal Democrats said it ""beggared belief"" he and fellow officials could not remember how Leoncia Casalme's application for indefinite leave to remain went from Mr Blunkett's office to the head of the Immigration and Nationality Department. Meanwhile, the Conservatives accused officials of a ""collective failure"" of memory. But Sir Alan Budd, who led an inquiry into the affair, said he had no reason to believe anyone involved had deliberately withheld information.  Downing Street defended the decision to honour both men, with a spokesperson saying: ""You have to look at their whole career."" Sir John was made permanent secretary in April 2001 following a Civil Service career which dates back to 1974. He has also worked in the Treasury and the Department of Employment. A Department for Work and Pensions spokeswoman said of Mr Smith's honour: ""The award reflects all that he has achieved in a Civil Service career, principally in the Inland Revenue, spanning over 40 years - not just his role as chief executive of the Child Support Agency.  ""In his career he has personally led a number of successful major change programmes."" Mr Smith is set to stay on at the CSA until March. Less controversial will be the knighthoods for Derek Wanless and Mike Tomlinson, who undertook major government reviews on health and education respectively. Former NatWest chief executive Mr Wanless, 57, has delivered not one but two major reports on the NHS. Ex-chief inspector of schools Mr Tomlinson, 62, has recommended replacing A-Levels and GCSEs with a new diploma system in a shake-up of the exams system."
656,entertainment,"Beastie Boys win sampling battle  US rappers Beastie Boys have won their long-running battle over the use of a sample in their song Pass the Mic.  The punk-rappers used three notes of music from flautist James Newton's Choir in their track from 1992. Although the group had paid a licence fee for the sample, Mr Newton said his copyright had been infringed. But the US Court of Appeal upheld its original decision that the group did not have to pay an additional fee to license the underlying composition. The Beastie Boys - Michael Diamond, Adam Horowitz, and Adam Yauch - are considered to be one of early pioneers of sampling music.  Sampling, now a standard practice among musicians, involves taking a segment of one track and using it in a different song. A three-judge panel of the court held in 2003 that the band had abided by copyright protections by paying a licence fee for a sample of Mr Newton's recording. That finding upheld a lower-court dismissal of the case in favour of the Beastie Boys. ""We hold that Beastie Boys' use of a brief segment of that composition, consisting of three notes separated by a half-step over a background C note, is not sufficient to sustain a claim for infringement of Newton's copyright,"" Chief Judge Mary Schroeder wrote in her opinion. Mr Newton is a critically acclaimed jazz and classical flutist, composer, performer, and university professor. Mr Newton and the Beastie Boys were not available for comment."
1614,sport,"Italy 17-28 Ireland  Two moments of magic from Brian O'Driscoll guided Ireland to a workmanlike victory against Italy.  A pair of classic outside breaks from the Ireland captain set up tries for Geordan Murphy and Peter Stringer. Italy led 9-8 early in the second half but Stringer's try gave Ireland a lead they never lost. The hosts cut the gap to 18-12 with 10 minutes left and nearly scored through Ludovico Nitoglia, but Denis Hickie's try ensured an Irish victory. Italy came flying out of the blocks and took the lead through a Luciano Orquera penalty after seven minutes.  It could have been better for the hosts but the fly-half missed two kickable penalties and Ireland drew level with a Ronan O'Gara penalty midway through the first half. The Italians were driving at the heart of the Irish defence and, for the first quarter, the Irish pack struggled to secure any ball for their talented backs.  When they finally did, just before the half-hour mark, O'Driscoll promptly created a sparkling try for Murphy. The Ireland captain ran a dummy scissors and made a magical outside break before drawing the full-back and putting the diving Murphy in at the corner. O'Gara missed the twice-taken conversion and the visitors found themselves trailing once again. Roland de Marigny took over the kicking duties for Italy from the hapless Orquera, and he landed a penalty either side of the break to edge Italy into a 9-8 lead.  The only Ireland player offering a real threat was O'Driscoll, and it was his break that set up the second try for the visitors. Shane Horgan threw an overhead pass as he was about to be forced into touch and Stringer scooted over, with O'Gara landing the tricky conversion. A penalty apiece saw Ireland leading 18-12 as the game entered the final quarter, but they were lucky to survive when Italy launched a series of attacks. Winger Nitoglia dropped the ball as he reached for the line and Italy nearly rumbled over from a driving maul.  An O'Gara penalty put Ireland more than a converted try ahead and they made the game safe when Hickie latched onto an inside pass from Murphy and crossed for a converted try. O'Driscoll limped off late on, joining centre partner Gordon D'Arcy on the sidelines, and the final word went to Italy. Prop Martin Castrogiovanni powered over for a try which was fitting reward for an Italian pack which had kept the Irish under pressure throughout.  De Marigny; Mi Bergamasco, Canale, Masi, Nitoglia; Orquera, Troncon; Lo Cicero, Ongaro, Castrogiovanni; Dellape, Bortolami; Persico, Ma Bergamasco, Parisse.  Perugini, Intoppa, Del Fava, Dal Maso, Griffen, Pozzebon, Robertson.  Murphy, Horgan, O'Driscoll, D'Arcy, Hickie, O'Gara, Stringer, Corrigan, Byrne, Hayes, O'Kelly, O'Connell, S Easterby, Leamy, Foley.  Sheahan, Horan, O'Callaghan, Miller, G Easterby, Humphreys, Dempsey.  P O'Brien (New Zealand)"
987,politics,"New 'yob' targets to be unveiled  Fifty new areas getting special help to fight anti-social behaviour in England and Wales will be named on Thursday.  Ten areas have already had access to special prosecutors and local experts and the government is now expanding the crackdown to more towns and cities. Details of how many anti-social behaviour orders (Asbos) were used in the last year are also being published. Labour sees nuisance behaviour as a key election issue but critics claim the record is at best patchy. A year ago, ministers launched their anti-social behaviour plan and Thursday's figures offer a progress check. They will say that in the past year more than 2,600 anti-social behaviour orders were issued by the courts - more than double the total used in the previous four years.  Police have also closed 150 crack houses and issued more than 400 dispersal orders, breaking up groups of youths in public places. The 50 new pilot areas to get special attention will also receive extra government funding. Exeter and Cardiff are among cities who have voiced interest in being involved.  Prime Minister Tony Blair is also expected to announce new measures to strengthen the use of Asbos and fixed penalty notices. There are still concerns that some areas of the country are not using the powers properly.  He is expected to say that the new figures were heartening but he would not rest until similar action was taken in all areas of the country where it was needed. ""We have not defeated this problem by any means, but shown together what can be done,"" he will say. Mr Blair this week defended the shake-up of the licensing laws, saying it was right to focus on troublemakers rather than treating everybody as a potential drunken nuisance.  Ministers also boast of record police numbers and are speeding up plans to put in place 25,000 community support officers (CSOs). But researchers from Leeds University warned that CSOs could undermine traditional bonds between police officers and communities. More work needed to be done on clarifying the role of different agencies and how they linked together before CSOs, they argued in a the study. Critics of the government say it has announced more than 20 initiatives to tackle nuisance behaviour when the real focus should be on good policing. Home Office Minister Hazel Blears also revealed this week that ""about a third"" of Asbos were breached - with some people jailed and others not."
1969,tech,"Broadband takes on TV viewing  The number of Europeans with broadband has exploded over the past 12 months, with the web eating into TV viewing habits, research suggests.  Just over 54 million people are hooked up to the net via broadband, up from 34 million a year ago, according to market analysts Nielsen/NetRatings. The total number of people online in Europe has broken the 100 million mark. The popularity of the net has meant that many are turning away from TV, say analysts Jupiter Research. It found that a quarter of web users said they spent less time watching TV in favour of the net  The report by Nielsen/NetRatings found that the number of people with fast internet access had risen by 60% over the past year.  The biggest jump was in Italy, where it rose by 120%. Britain was close behind, with broadband users almost doubling in a year. The growth has been fuelled by lower prices and a wider choice of always-on, fast-net subscription plans. ""Twelve months ago high speed internet users made up just over one third of the audience in Europe; now they are more than 50% and we expect this number to keep growing,"" said Gabrielle Prior, Nielsen/NetRatings analyst. ""As the number of high-speed surfers grows, websites will need to adapt, update and enhance their content to retain their visitors and encourage new ones."" The total number of Europeans online rose by 12% to 100 million over the past year, the report showed, with the biggest rise in France, Italy, Britain and Germany.  The ability to browse web pages at high speed, download files such as music or films and play online games is changing what people do in their spare time.  A study by analysts Jupiter Research suggested that broadband was challenging television viewing habits. In homes with broadband, 40% said they were spending less time watching TV. The threat to TV was greatest in countries where broadband was on the up, in particular the UK, France and Spain, said the report. It said TV companies faced a major long-term threat over the next five years, with broadband predicted to grow from 19% to 37% of households by 2009. ""Year-on-year we are continuing to see a seismic shift in where, when and how Europe's population consume media for information and entertainment and this has big implications for TV, newspaper and radio,"" said Jupiter Research analyst Olivier Beauvillian."
1616,sport,"Double injury blow strikes Wales  Wales centre Sonny Parker and number eight Ryan Jones will miss Saturday's game with Italy because of injury.  Parker has not recovered from a trapped nerve in his neck that kept him out of the win over England, and Tom Shanklin is expected to continue at centre. Jones damaged his collar bone after coming on as a replacement against England and joins flanker Colin Charvis (foot injury) on the sidelines. Meanwhile, Mike Ruddock may make Gavin Henson his first-choice kicker in Rome. The centre was Wales' hero in the 11-9 Six Nations win over England, landing a huge late penalty from wide out to clinch the game. First-choice kicker Stephen Jones handed over responsibility because of Henson's greater kicking range, but the fly-half had already missed a number of shots at goal. ""Our first aim was to get Gavin settled into the team, but giving him the kicks is something we'll talk about in selection this week,"" Wales coach Mike Ruddock told BBC Sport Wales. Henson himself says he is relishing all the media hype that has been heaped on him since last Saturday's game. ""I thrive on it and think it makes me perform better,"" he said. ""I'm glad it's a short week before the Italy game. There was so much build-up before England, but we fly out to Rome on Thursday and we'll be back playing again."""
1465,sport,"Rush future at Chester uncertain  Ian Rush's future as Chester manager is uncertain after he and assistant Mark Aizlewood refused a severance package.  Chester have won only two of their last 10 League games but Chairman Steve Vaughan claims he cannot afford to sack the 43-year-old Liverpool legend. Vaughan said: ""I offered a financial settlement so they could resign with dignity but an obvious action is to dismiss them. ""I haven't because of the finances, so technically they're still employees."" Vaughan claimed that Aizlewood had ""verbally agreed"" to the offer. But the Chester chairman added: ""After they discussed the offer with their solicitor, who also acts as their agent, they decided to withdraw the verbal agreement, which was disappointing."" Rush was appointed at the end of August following the departure of former Liverpool team-mate Mark Wright, who guided Chester to the Conference title last season. Chester were bottom of League Two when Rush took over but the former Liverpool striker enjoyed an impressive start to managerial life, taking the club into the third round of the FA cup and winning the manager-of-the-month award for October. Chester's downturn in form culminated in a 5-0 defeat at Shrewsbury that leaves them hovering just above the League Two relegation zone."
1914,tech,"Movie body targets children's PCs  The body that represents the US movie industry has released its latest tool in its campaign to clamp down on movie file-sharing, aimed at parents.  The Movie Association for America's (MPAA) free Parent File Scan software lets parents check their children's computers for peer-to-peer programs. It will also list all movie and music files they have on their hard drive. Parents then have the choice to remove programs and files. The MPAA said files found would not be passed on to it. ""Our ultimate goal is to help consumers locate the resources and information they need to make appropriate decisions about using and trading illegal files,"" said Dan Glickman, MPAA chief. ""Many parents are concerned about what their children have downloaded and where they've downloaded it from.""  But some computer users who had tested the latest software reported on some technology sites that the program had identified Windows default wav files as copyrighted material and wanted to delete them. Movie piracy cost the industry £3.7bn ($7bn) in 2003, according to analysts. The MPAA said in a statement that it would continue to provide easy access to similar tools in the coming months to combat ""the deleterious effects of peer-to-peer software, including such common problems as viruses, Trojan horses and identity theft"".  Mr Glickman said that the film industry was embracing ""digital age technologies"", like Movielink and CinemaNow, which are legal movie sites. ""But legal services such as these need a chance to grow and thrive without having to compete against illegitimate operations that depend on stolen property to survive,"" he added. The industry body also said it had launched a second round of legal action against online movie-swappers across the US, but did not say how many were being sued. Its first set of lawsuits were filed in November 2004. It also started a campaign against operators of BitTorrent, eDonkey and DirectConnect peer-to-peer networks. The first convictions for peer-to-peer piracy were handed out in the US in January. William Trowbridge and Michael Chicoine pleaded guilty to charges that they infringed copyright by illegally sharing music, movies and software."
617,entertainment,"Media seek Jackson 'juror' notes  Reporters covering singer Michael Jackson's trial in California have asked to see questionnaires completed by potential jurors.  Lawyers for news organisations said it was ""really vital"" for the responses of 250 potential jurors to be made public ""to serve as a check on the process"". Santa Barbara County Superior Court is due to consider the request on Monday. Mr Jackson denies child molestation. It is estimated his trial will cost Santa Barbara county up to $4m (£2.13m).  Meanwhile Michael Jackson's mother has said she is ""100% certain"" her son did not commit the child abuse charges he faces. The court is currently selecting 12 jurors and eight stand-by jurors for the trial, a process delayed until at least Thursday after a member of the star's legal team was hit by family illness. Defence lawyers argued against the bid by Associated Press and other news organisations to have potential jurors' responses made public.  ""The release of the completed jury questionnaires does not serve any purpose other than to add to the sensationalist coverage of this case,"" a motion by Mr Jackson's lawyers stated. The estimated total costs of the trial, expected to last five months, range from $2.5m (£1.33m) to $4m (£2.13m) of local taxpayers' money. Those estimates do not include costs to the city of Santa Maria, the Superior Court or for the investigation and prosecution of the case. The cost of security and other needs around the courthouse has been estimated at $40,000 (£21,000) per day, said Jason Stilwell, a special projects manager at the county administrator's office.  Mr Jackson, 46, denies plying a boy with alcohol and molesting him. His mother Katherine Jackson told US TV network Fox News on Sunday that her pop star son told her he was innocent. ""I believe that for one reason - I know his character,"" she said. ""He loves children. You don't molest anything that you love."" Describing Mr Jackson as ""a good person"", the mother-of-nine said she feared he would not be given a fair trial. ""I can't sleep thinking about what these wicked people might try to do to him,"" she said."
1494,sport,"Desailly backs Blues revenge trip  Marcel Desailly insists there is no chance of history repeating itself when Chelsea take on Barcelona on Wednesday.  The French star was part of the Chelsea side crushed 5-1 at the Nou Camp in the Champions League quarter-final second leg in 2000. ""Things will be totally different this time,"" he told BBC Sport. ""Now everyone knows about Chelsea and is a little bit afraid of them. They are one of the major clubs in Europe and the pressure will be on Barcelona."" Chelsea have not played Barcelona since that quarter-final tie five years ago. The Blues had looked destined to progress after winning the first leg at Stamford Bridge 3-1, courtesy of two goals from Tore Andre Flo and one by Gianfranco Zola. But they collapsed in the second leg, going down to strikes from Rivaldo (2), Luis Figo, Dani and Patrick Kluivert.  Former Chelsea captain Desailly, who is now playing for Al-Gharafa in Qatar, says there is no comparison between that side and the current Blues team, who are top of the Premiership. ""Mentally they are much stronger, even though a lot of their players are young,"" the 36-year-old said. ""We made some mistakes at the Nou Camp in 2000 - a lot of them were individual mistakes. ""It would not happen now. This team has a new motivation and a different mentality."" World Cup winner Desailly saw huge changes during his time at Stamford Bridge. He was signed for £4.6m from AC Milan in 1998 by Ruud Gullit and went on to play under Gianluca Vialli and Claudio Ranieri. But the biggest change occurred when billionaire Roman Abramovich bought the club in 2003. Desailly says the Russian's arrival helped to instil a winning mentality at the club as well as a demand for success. ""The whole of Chelsea is different now - the chairman, the manager and all the players,"" he said.  ""Everything is new and there is a huge determination to win. ""Since that game in 2000, Chelsea have gained more experience in Europe and were very close to reaching the Champions League final last season."" Desailly is one of the most decorated players in the history of football. He won the 1998 World Cup and 2000 European Championship with France, the Champions League in 1993 with Marseilles and 1994 with AC Milan, two Serie A titles and the FA Cup in 2000 with Chelsea.  He is now winding down his career in Qatar, alongside the likes of Frank Lebeouf, Josep Guardiola, Titi Camara, Gabriel Batistuta and Christophe Dugarry. So he is full of admiration for two of his colleagues from the great Milan side of the mid-90s who are likely to line up against Manchester United on Wednesday - Paolo Maldini and Alessandro Costacurta. ""I'm happy that they have managed to play so long at a high level,"" he said. ""I made a vow to Costacurta that as long as he plays, I will continue to play. ""And it's amazing that Paolo has managed to play at such a high level for such a long time."""
243,business,"Market unfazed by Aurora setback  As the Aurora limped back to its dock on 20 January, a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe.  The ship had another slice of bad luck to add to its history of health scares and technical trouble. And its owner, P&O Cruises - now part of the huge US Carnival Corporation - was looking at a significant slice chopped off this year's profits and a potential PR fiasco. No-one, however, seems to have told the stock markets. The warning of a five-cent hit to 2005 earnings came just 24 hours after one of the world's biggest investment banks had upped its target for Carnival's share price, from £35 to £36.20. Other investors barely blinked, and by 1300 GMT Carnival's shares in London were down a single penny, or 0.03%, at £32.26.  Why the mismatch between the public perception and the market's response? ""The Aurora issue had been an ongoing one for some time,"" says Deutsche Bank's Simon Champion. ""It was clearly a source of uncertainty for the company - it was a long cruise, after all. But the stock market is very good at treating these issues as one-off events.""  Despite its string of bad luck, he pointed out, Aurora is just one vessel in a large Carnival fleet, the UK's P&O Princess group having been merged into the much larger US firm in 2003. And generally speaking, Carnival has a reputation for keeping its ships pretty much on schedule. ""Carnival has an incredibly strong track record,"" Mr Champion.  Similarly, analysts expect the impact on the rest of the cruise business to be limited. The hundreds of disappointed passengers who have now had to give up the opportunity to spend the next three months on the Aurora have got both a refund and a credit for another cruise. That should mitigate some of the PR risk, both for Carnival and its main competitor, Royal Caribbean. ""While not common, cancellations for technical reasons are not entirely unusual in the industry,"" wrote analysts from Citigroup Smith Barney in a note to clients on Friday. ""Moreover, such events typically have a limited impact on bookings and pricing for future cruises."" After all, the Aurora incident may be big news in the UK - but for Carnival customers elsewhere it's unlikely to make too much of a splash.  Assuming that Citigroup is right, and demand stays solid, the structure of the industry also works in Carnival's favour. In the wake of P&O Princess's takeover by Carnival, the business is now to a great extent a duopoly. Given the expense of building, outfitting and running a cruise ship, ""slowing supply growth"" is a certainty, said David Anders at Merrill Lynch on Thursday. In other words, if you do want a cruise, your options are limited. And with Carnival remaining the market leader, it looks set to keep selling the tickets - no matter what happens to the ill-fated Aurora in the future."
1603,sport,"Thomas out of Six Nations  Wales captain Gareth Thomas has been ruled out of the rest of the Six Nations with a broken thumb.  The full-back will have surgery on Monday after fracturing his thumb in the 24-18 win over France on Saturday. But Welsh legend Phil Bennett insisted Wales can cope without Thomas as they chase a first Grand Slam in 27 years. Bennett told BBC Sport: ""Such is the spirit in the camp, they'll put Kevin Morgan at 15, Rhys Williams at wing and just carry on."" Thomas will miss the match against Scotland on 13 March, and what promises to be a huge encounter against the Irish six days later. Bennett added: ""It's a setback. He's a great captain, he leads from the front and the boys love him."" Thomas was replaced at half-time by Williams as his side turned around a 15-6 deficit in Paris.  ""With Gareth missing I would think Michael Owen will be our captain,"" said Wales coach Mike Ruddock. ""He did a great job in the second half in France. He has been vice-captain all along throughout the championship."" Wales travel to Edinburgh to take on Scotland in a fortnight and then host Ireland in Cardiff in the final round of matches in what could be the Grand Slam and championship decider. Bennett, an inspirational fly-half for Llanelli and Wales in the 1970s, insisted the national team were entering a new golden period. ""It was a great game and a magnificent result for Wales,"" Bennett told BBC Radio Five Live's Sportsweek programme.  ""The way this young team are blending, the glory days are on their way back. ""We couldn't get possession early on and France dominated and scored two tries. ""Had they been ruthless, Wales could have gone into the interval 30 points down. But they didn't take their chances. ""Wales defended fairly well but you cannot give that sort of quality ball to good sides. ""The All Blacks would have been ruthless and buried us in the first half. But the character we showed in the second half was quite outstanding."""
571,entertainment,"Spirit awards hail Sideways  The comedy Sideways has dominated this year's Independent Spirit Awards, winning all six of the awards for which it was nominated.  It was named best film while Alexander Payne won best director and best screenplay, along with writing partner Jim Taylor. It also won acting awards for stars Paul Giamatti, Thomas Haden Church and Virginia Madsen. Sideways is tipped to do well at Sunday's Oscars, with five nominations.  The awards, now in their 20th year, are given to films made outside the traditional studio system, and are traditionally held the day before the Oscars. Other winners included Catalina Sandino Moreno, who took best actress for her role as a drug smuggler in the Colombian drama Maria Full of Grace. Moreno is also nominated for best actress at the Oscars. The best first screenplay award went to Joshua Marston for Maria Full of Grace. Scrubs star Zach Braff won the award for best first feature for Garden State, which he wrote, directed and starred in. Oscar-nominated euthanasia film The Sea Inside from Spain won best foreign film, while Metallica: Some Kind Of Monster was awarded best documentary. Actor Rodrigo de la Serna took the best debut performance prize for The Motorcycle Diaries. The awards are voted for by the 9,000 members of the Independent Feature Project/Los Angeles, which includes actors, directors, writers and other industry professionals. Last year's big winner, Lost In Translation, went on to win the Oscar for best original screenplay, for writer-director Sofia Coppola."
326,business,"Cannabis hopes for drug firm  A prescription cannabis drug made by UK biotech firm GW Pharmaceuticals is set to be approved in Canada.  The drug is used to treat the central nervous system and alleviate the symptoms of multiple sclerosis (MS). A few weeks ago, shares in GW Pharma lost a third of their value after UK regulators said they wanted more evidence about the drug's benefits. But now Canadian authorities have said the Sativex drug will be considered for approval.  Approximately 50,000 people in Canada have been diagnosed with MS and 85,000 people are suffering from the condition in the UK. Many patients already smoke cannabis to relieve their symptoms.  Now, GW Pharma's Sativex mouth spray could be legally available to MS sufferers in Canada within the next few months. This will be the first time a cannabis-based drug has been approved anywhere in the world, representing a landmark for GW Pharma and for patients with MS. Final approval in Canada should now be little more than a formality, analysts said, and the company expects full approval for Sativex early in 2005. ""We are delighted to receive this qualifying notice from Health Canada and look forward to receiving regulatory approval for Sativex in Canada in the early part of 2005,"" said GW Pharma executive chairman Dr Geoffrey Guy.  The UK government granted GW Pharma a licence to grow the cannabis plant for medical research purposes. Satifex consists of a cannabis extract containing tetrahydrocannabinol and cannabidiol, a cocktail that has also proved effective in treating patients with arthritis. Thousands of plants are grown at a secret location somewhere in the English countryside. Despite hopes of regulatory approval last year, a series of delays has put back Sativex's launch in the UK. The latest news sent shares in GW Pharma up 8.5p, or 8.1%, to 113.5p."
186,business,"Bank payout to Pinochet victims  A US bank has said it will donate more than $8m to victims of former Chilean military ruler Augusto Pinochet's regime under a Madrid court settlement.  Riggs Bank will put money in a special fund to be managed by a Madrid-based charity, the Salvador Allende Foundation, which helps abused victims. The bank had been accused of illegally concealing Gen Pinochet's assets. More than 3,000 people were killed for political reasons under Gen Pinochet's regime, an official report says. Last month in a US court, Riggs Bank pleaded guilty to failing to report suspicious activity relating to accounts held by Gen Pinochet and the government of Equatorial Guinea. On that occasion, it was ordered to pay a fine of $16m. Gen Pinochet himself has never been put on trial for human rights violations under his 1973-90 rule, despite several high-profile cases against him. He is now facing charges relating to the murder of one Chilean and the disappearance of nine others. He is also being investigated for tax evasion, tax fraud and embezzlement of state funds.  The general's opponents rejoiced at the settlement, which was agreed in a court in the Spanish capital, Madrid. A lawyer for the victims, Eduardo Contreras, told Reuters news agency: ""This demonstrates that the horrors of the Pinochet dictatorship are not a mystery to anyone and that the whole world knows his victims deserve reparations."" Riggs spokesman Mark Hendrix said the settlement, details of which will be announced next week, was an opportunity to move on. ""This enables the institution to put the matter behind us,"" he told Reuters. The settlement follows a legal complaint filed against the bank by Spanish Judge Baltasar Garzon alleging that it had illegally concealed assets. The bank agreed to create a fund for the victims, but the charges were dropped."
2209,tech,"Video phones act as dating tools  Technologies, from e-mail, to net chatrooms, instant messaging and mobiles, have proved to be a big pull with those looking for love.  The lure once was that you could hide behind the technology, but now video phones are in on the act to add vision. Hundreds have submitted a mobile video profile to win a place at the world's first video mobile dating event. The top 100 meet their match on 30 November at London's Institute of Contemporary Arts (ICA). The event, organised by the 3G network, 3, could catch on as the trend for unusual dating events, like speed dating, continues. ""It's the beginning of the end of the blind date as we know it,"" said Graeme Oxby, 3's marketing director. The response has been so promising that 3 says it is planning to launch a proper commercial dating service soon. Hundreds of hopefuls submitted their profiles, and special booths were set up in a major London department store for two weeks where expert tips were given on how to visually improve their chances. The 100 most popular contestants voted by the public will gather at the ICA in separate rooms and ""meet"" by phone.  Dating services and other more adult match-making services are proving to be a strong stream of revenue worth millions for mobile companies. Whether it does actually provide an interesting match for video phone technologies remains to be seen. Flic Everett, journalist and dating expert for Company magazine and the Daily Express, thinks technology has been liberating for some nervous soul-mate seekers. There are currently about 1.3 million video phones in use in the UK and three times more single people in Britain than there were 30 years ago, With more people buying video mobiles, 3G dating could be the basis for a successful and safe way to meet people.  ""One of the problems with video phones is people don't really know what to video. It is a weird technology. We have not quite worked out what it is for. This gives it a focus and a useful one,"" she told BBC News. ""I would never have thought online dating would take off the way it did,"" she said. ""Lots of people find it easier to be honest writing e-mail or text than face-to-face. Lots people are quite shy and they feel vulnerable."" ""When you are writing, it comes directly onto the page so they tend to be more honest."" But the barrier that comes with SMS chat and online match-making is that the person behind the profile may not be who they really are. Scare stories have put people off as a result, according to Ms Everett. Many physical clues, body language, odd twitches, are obviously missing with SMS and online dating services. Still images do not necessarily provide all those necessary cues. ""It could really take off because you do get the whole package. With a static e-mail picture, you don't know who the person is behind it is."" So checking out a potential date by video phone also gives singletons a different kind of barrier, an extra layer of protection; a case of WLTS before WLTM. ""If you are trapped in real-life blind date context, you can't get away and you feel embarrassed. ""With a video meeting, you really have the barrier of the phone so if you don't like them you don't have to suffer the embarrassment.""  There is a more serious side to this new use of technology though. With money being made through more adult-themes content and services which let people meet and chat, the revenue streams for mobile carriers will grow with 3G, thinks Paolo Pescatore mobile industry specialist for analysts IDC. ""Wireless is a medium that is being exploited with a number of features and services. One is chatting and the dating element is key there,"" he said. ""The foundation has been set by SMS and companies are using media like MMS and video to grow the market further."" But carriers need to be wary and ensure that if they do launch such 3G dating services, they ensure mechanism are in place to monitor and be aware who is registers and accesses these services on regular basis, he cautioned. In July, Vodafone introduced a content control system to protect children from such adult content. The move was as a result of a code of practice agreed by the UK's six largest mobile phone operators in January. The system means Vodafone users need to prove they are over 18 before firewalls are lifted on explicit websites or chat rooms dealing with adult themes. The impetus was the growing number of people with handsets that could access the net, and the growth of 3G technologies."
365,business,"WMC says Xstrata bid is too low  Australian mining firm WMC Resources has said it is worth up to 30% more than a hostile 7.4bn Australian dollar ($5.8bn; £3bn) bid by rival Xstrata.  There is now pressure on Swiss-based Xstrata to increase its takeover offer. A report from investment firm Grant Samuel in WMC defence documents values WMC shares at A$7.17 to A$8.24, against Xstrata's bid of A$6.35 a share. Analysts said the defence documents provided more details on WMC, and may trigger a possible rival bid. ""If a bid is going to emerge it is probably likely in the next one to two weeks,"" said Daiwa Securities analyst Mark Pervan. He said the valuation would put increased pressure on Xstrata to look at ""sweetening"" its offer. Marc Gonsalves, an executive at Xstrata, said: ""We will review the information contained in the target's statement over the next week or so."" He added: ""While we will review the assumptions made by Grant Samuel in detail, we are extremely sceptical of their conclusion, and suggest that WMC shareholders take extreme care in presuming that these optimistic assumptions are capable of being realised.""  Last month Australia's competition watchdog said it would not oppose the purchase of WMC by Zurich and London-based Xstrata. On Tuesday, WMC chairman Tommie Bergman said in a statement the directors believed it was in shareholders' best interest to reject the offer. He said WMC would pursue ""value-creating options"" provided by a portfolio of ""world class assets"". And WMC chief executive Andrew Michelmore claimed the Xstrata offer was aimed at creating value for Xstrata's shareholders, and was not being made for the benefit of WMC's shareholders. Grant Samuel said its valuation of WMC was based on lower average prices for nickel, copper and uranium than current market levels. ""Any longer term commodity price improvements would only improve our outlook,"" Mr Michelmore said.  In 2003 Xstrata acquired Australia's largest copper miner - MIM Holdings. WMC Resources is the world's third-largest producer of concentrated nickel, and also a miner of copper and uranium. It owns the Olympic Dam mine in South Australia, which contains about one-third of the world's known uranium resources and is also the world's fourth largest copper mine. Xstrata is a global mining giant with operations in Australia, South Africa, Spain, Germany, Argentina and the UK. Its core products are copper, coking coal, thermal coal, ferrochrome, vanadium and zinc. It also has growing businesses in gold, lead and silver."
